ProductName,ProductStock,ProductBasePrice,ProductSalePrice,ProductCategory,ProductImgURL,ProductShortDescription
Palit GeForce RTX 3060 Dual NE63060019K9-190AD 12GB GDDR6 192-bit PCI-E 4.0 Desktop Graphics Card (Lite Hash Rate),In stock with Wootware,"R10,699.00","R6,999.00",GPUs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/p/a/palit-rtx-3060-dual-01.jpg,"- Base Clock: 1320 MHz

- Boost Clock: 1777 MHz

- CUDA Cores: 3584

- 2nd Gen Ray Tracing Cores

- 3rd Gen Tensor Cores

- Memory: 12GB GDDR6

- Memory Clock: 15Gbps

- NVIDIA Ampere Architecture

- Real-Time Ray Tracing Technology

- NVIDIA DLSS Ground-breaking AI Rendering Technology

- 3x DisplayPort 1.4a, 1x HDMI 2.1

- Multi-Display Capability: 4 Displays

- Maximum Digital Resolution: 7680x4320

- Copper Base

- RGB Lighting

- DrMOS Technology

- 0-dB Technology

- 3 Year Warranty"
Magnium Gear MG-NE620Q_DWT02 Neo Qube 2 White Tempered Glass Steel E-ATX Mid Tower Desktop Chassis,Stock Coming Soon,"R2,779.00","R2,199.00",Chassis,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/m/g/mg_ne620q_bw_2-ybxicohs_1.jpg,"- Dual Chamber Design

- Steel Chassis

- Tempered Glass Side Panels

- Mid Tower Form Factor

- Colour: White

- Supports E-ATX, ATX, Micro-ATX, Mini-ITX Motherboards

- 2x 3.5"", 5x 2.5"" Drive Bays Supported

- 1x USB 3.1 Gen 2 Type-C, 2x USB 3.0 Type-A

- D-RGB Mode Button, D-RGB Colour Button

- Power Button, Reset Button

- Headphone Jack, Mic Jack

- Radiator Maximum Supported Length: Up To 360mm (Side, Top, Bottom)

- CPU Cooler Clearance: 148mm

- Maximum GPU Length: 410mm

- Dual System Support (*Single Power Supply)

- Triple 360mm Radiator Support

- Integrated & Expandable D-RGB Lighting

- 2x 3.5"" HDD Brackets Included

- 5x 2.5"" SSD Brackets Included

- 5 Year Warranty"
Western Digital WDS500G3B0C WD Blue SN570 500GB M.2 2280 NVMe PCIe 3.0 Solid State Drive,In stock with Supplier,"R1,099.00",R899.00,SSDs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/w/d/wd_blue_sn570_500gb_01-3ndw2lgs.jpg,"- 500GB Drive Capacity

- M.2 2280 Form Factor

- PCIe 3.0 Interface

- Endurance: 300 TBW

- Sequential Read Speed: Up to 3,500 MB/s

- Sequential Write Speed: Up to 2,300 MB/s

- Random 4KB Read: Up to 360,000 IOPS

- Random 4KB Write: Up to 390,000 IOPS

- 3D TLC NAND Flash

- 5 Year Warranty"
Fractal Design FD-C-MEL2A-03 Meshify 2 Lite Tempered Glass Light Tint Black Steel ATX Mid Tower Desktop Chassis,Stock Coming Soon,"R2,849.00","R2,279.00",Chassis,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/m/e/meshify_2_lite_black_tgl_1_left_front-rdcbhbhs.jpg,"- Iconic Angular Mesh Design

- Steel Chassis

- Light Tint Tempered Glass

- Mid Tower Form Factor

- Colour: Black

- Supports E-ATX (Up to 285mm Wide), ATX, Micro-ATX, Mini-ITX Motherboards

- 2x Universal 3.5""/2.5"", 2x Dedicated 2.5"" Drive Bays Supported, 4 Positions Total

- 2x USB 3.0 Type-A

- Audio I/O, Power Button, Reset Button

- Radiator Maximum Supported Length: Up To 360mm (Top and Front)

- CPU Cooler Clearance: 185mm

- Maximum GPU Length: Up to 451mm

- Spacious Interior

- Superior Airflow By Design

- 3x Aspect 14 Fans Included

- 2x Universal 3.5""/2.5"" Drive Brackets Included

- 2x Dedicated 2.5"" Drive Brackets Included

- 2 Year Warranty"
DeepCool DP-MCH4-GMX-GT-ARGB GAMMAXX GT A-RGB 120mm Tower CPU Air Cooler,In stock with Wootware,R799.00,R699.00,CPU Coolers,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/d/p/dp-mch4-gmx-gt-argb_1_.jpg,"- 120mm RGB Tower CPU Air Cooler

- 4x Heatpipe Design with Dense Fin Stack

- DeepCool ARGB Hydro Bearing Fan

- Stylish RGB Heatsink Cover

- Direct Touch Copper Heatpipes

- Fan Speed: 500 - 1650 RPM ±10%

- Fan Static Pressure: Up to 2.1mmH2O

- Case Clearance: 158mm

- RAM Clearance: 59mm

- Aluminium Construction with Nickel Plating

- Colour: Silver

- Intel Socket Support: LGA1700, LGA1200, LGA115x

- AMD Socket Support: Socket AM5, AM4

- 2 Year Warranty"
"ASUS VG35VQ TUF Gaming 35"" Ultra Wide QHD (3440x1440) 100Hz VA 1ms MPRT HDR10 Adaptive-Sync 1800R Curved Gaming Desktop Monitor",In stock with Wootware,"R15,299.00","R9,599.00",Monitors,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/a/s/asus-tuf-gaming-vg35vq-35-wqhd-_3440x1440_-01.jpg,"- 35"" VA(Vertical Alignment) Panel

- 1x DisplayPort 1.2, 2x HDMI 2.0

- Ultra Wide QHD (3440x1440) Resolution

- 100Hz Refresh Rate

- 2500:1 Static Contrast Ratio

- Brightness: 300cd/m²

- 178°/178° Viewing Angles

- Tilt, Swivel & Height Adjustment

- 1ms (MPRT)

- HDR-10 Mode

- 1800R Curved Design

- Adaptive Sync Support

- 16.7 Million Colours

- 3 Year Warranty"
XFX Radeon RX 6650 XT Black SPEEDSTER MERC 308 RX-665X8TBDY 8GB GDDR6 128-bit PCIe 4.0 Desktop Graphics Card,In stock with Wootware,"R7,999.00","R6,999.00",GPUs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/m/e/merc308_6650xt_black_8_.jpg,"- Base Clock: Up to 2191MHz

- Game Clock: Up to 2523MHz

- Boost Clock: Up to 2694MHz

- Stream Processors: 2048

- Infinity Cache: 32MB

- Memory: 8GB GDDR6

- Memory Clock: 17.5Gbps

- AMD RDNA 2 Architecture

- 7nm GPU

- PCIe 4.0 x8

- 3x DisplayPort 1.4, 1x HDMI 2.1

- Radeon FreeSync Technology

- Radeon VR Ready Premium

- AMD FidelityFX Super Resolution

- AMD Radeon Super Resolution

- Hardware-Accelerated Ray Tracing

- Premium Quality Backplate

- Triple Fan Cooler

- 2 Year Warranty"
Sabrent SB-ROCKET-NVMe4-1TB ROCKET 1TB M.2 (2280) NVMe PCI-E 4.0 Solid State Drive,In stock with Wootware,"R2,079.00","R1,699.00",SSDs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/s/b/sb-rocket-nvme4-1tb-main.jpg,"- 1TB Drive Capacity

- M.2 (2280) Form Factor

- PCIe Gen4 x4 Interface

- Sequential Read Speed: Up to 5,000 MB/s

- Sequential Write Speed: Up to 4,400 MB/s

- Flash Memory: 3D BiCS4 NAND

- MTBF: 1,700,000 Hours

- Includes Free Sabrent Acronis True Image For Cloning, Backup and Recovery

- 5 Year Warranty or 1,800TBW (Free and Fast Online Registration Required)"
Phanteks PH-CB-CMBO_BK 500mm Black Universal Extension Cable Kit,In stock with Wootware,R699.00,R479.00,Other,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/a/3/a3b4b9f07802807fa4d73d46c9f4626f_main_.jpg,"- Length: 500mm

- Wire AWG: 18AWG, 2.1mm (Rohs)

- Sleeve Tube: PP Material

- Insulation Resistance: 20M ohm @ 200VDC

- Short/Open Determinant: 20K ohm

- 1x Motherboard 24 Pin Extension

- 1x CPU 8 (4+4) Pin Extension

- 2x PCI-E 8 (6+2) Pin Extension

- Pack of Cable Combs"
EVGA 220-G6-0750-X3 SuperNOVA 750 G6 750W 80 Plus Gold Fully Modular Black Desktop Power Supply,Stock Coming Soon,"R2,199.00","R1,999.00",PSUs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/2/2/220_g6_0750_x3_xl_1-hrdulvhs.jpg,"- 750W Maximum Power

- Full Range Heavy-Duty Protections 100V~240V

- 80 Plus Gold Certified

- Colour: Black

- 135mm Fluid Dynamic Bearing Fan

- Complies With ATX 12V & EPS 12V Specification

- Long Term Reliability: 100% Japanese Capacitors

- Full-bridge LLC Resonant Converter

- EVGA ECO Intelligent Thermal Control System

- TUV, CB, CE, FCC, RCM, cTUVus, WEEE, RoHS

- Compliance with ErP Lot 3 2014 Requirement

-  Fully Modular Design

- Active Power Factor Correction

- 10 Year Limited Warranty"
AMD 100-100000593WOF Ryzen 5 7600X 5.30GHz 6-Core Zen 4 Socket AM5 Desktop CPU - Cooler Not Included,In stock with Wootware,"R6,349.00","R5,299.00",CPUs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/a/m/amd-r5-7000-3dpibwof-01.jpg,"- AMD Ryzen 5 7600X 4.70GHz Processor (32MB L3 Cache)

- Up to 5.30GHz Boost Clock

- 6 Cores, 12 Threads

- AMD 5nm Zen 4 Architecture

- TSMC 6nm IO Die

- 384KB L1 Cache

- 6MB L2 Cache

- Integrated Radeon RDNA 2 Graphics

- Supports AMD X670E, X670, B650E, B650 Chipsets

- Dual-Channel DDR5 Memory Architecture Up to 128GB

- Up to DDR5-5200MHz Supported

- PCI Express Version 5.0 Supported

- AMD EXPO Memory Overclocking Profiles

- AMD Precision Boost 2.0 & Precision Boost Overdrive

- AMD StoreMI Technology

- 105W TDP

- Socket AM5 Compatible

- 3 Year Warranty"
Gigabyte GB-C200G C200 Tempered Glass Black Steel ATX Mid Tower Desktop Chassis,In stock with Wootware,"R1,299.00",R999.00,Chassis,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/g/i/gigabyte-gb-c200g-c200-001.jpg,"- Tempered Glass Side Panels

- Mid Tower Form Factor

- Colour: Black

- Supports: ATX, Micro-ATX, Mini-ITX Motherboards

- 2x 3.5""/2.5"" Drive Bays Supported

- 2x 2.5"" Drive Bays Supported

- 2x USB3.0, RGB LED Switch, Reset Button, Mic/Audio Jack

- Radiator Maximum Supported Length: Up To 280mm (Front)

- CPU Cooler Clearance: 165mm

- Maximum GPU Length: 330mm

- 1x 120mm Fan Included"
Super Flower SF-650F14MT(BK) Leadex 650W 80 Plus Silver Certified Fully Modular Black Desktop Power Supply,In stock with Wootware,"R2,799.00","R1,399.00",PSUs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/3/2/3272823_1.jpg,"- Maximum Power: 650W

- 100% Fully Modular Cabling Design For Easy Cable Management

- 80 PLUS Silver Certified 87% 90% 87% Efficiency At 20% 50% 100% Rated Load

- Comply With ATX 12V v2.32, SSI EPS 12V v2.92 Specification

- Supports All Intel/AMD Multi-Core CPU & ATX/BTX Compatible Motherboards

- Supports NVIDIA SLI & AMD CrossFireX High Performance Graphic Cards

- Unleaded Green Materials with RoHS/WEEE Compliance

- More than 2,000 times On/Off test

- 3 Year Manufacturer Warranty

- South African 3-prong power-cable included"
Phanteks PH-EC400ATG_DBK01 Eclipse P400A Digital RGB Tempered Glass Satin Black Steel ATX Mid Tower Desktop Chassis,Stock Coming Soon,"R2,379.00","R1,679.00",Chassis,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/p/4/p400a-digital-rgb-black_1_.jpg,"- ""A vast improvement over the P400"" - Gamers Nexus

- Full-Metal Mesh Front Panel

- Powder Coated Steel Chassis

- Tempered Glass Side Panel

- Ultra-Fine Performance Mesh with Uncompromised Airflow

- Mid-Tower Form Factor

- Supports Mini-ITX to E-ATX (Up to 272mm Wide*) Motherboards

- 2x 3.5"", 2x 2.5"" Drive Bays Supported

- 2x USB 3.0 Type-A Ports

- D-RGB Mode, D-RGB Colour Button

- Separate Power & Reset Buttons

- Separate 3.5mm Headphone & Mic Jacks

- Radiator Clearance: Up to 360mm (Front mount)

- CPU Cooler Clearance: Up to 160mm

- Maximum GPU Length: Up to 420mm

- Includes 2x 3.5"" HDD Brackets

- Includes 2x 2.5"" SSD Brackets

- Includes Phanteks Digital-RGB Controller

- Includes 3x 120mm Digital RGB Phanteks Fans

- Magnetic Dust Cover (Top)

- Colour: Black

- 5 Year Warranty"
G.Skill F4-3600C18D-32GTZR Trident Z RGB 32GB (2x16GB) DDR4-3600MHz CL18 1.35V Black Desktop Memory,In stock with Wootware,"R2,549.00","R2,319.00",Memory,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/t/r/trident-z-rgb-dual-01_1.jpg,"- 32GB (2x16GB)

- DDR4-3600MHz

- 1.35V

- CL18

- 288-pin DIMM

- Intel eXtreme Memory Profile 2.0

- Dual Channel Kit

- Compatible with Intel Z370 and Z390.

- Compatible with AMD X570 (Ryzen 3000 Series CPUs).

- Limited Lifetime Warranty

View the Qualified Vendors List for this product Here"
Phanteks PH-F140M25_DRGB_PWM_WT01 M25-140 D-RGB 140mm White Case Fan,Stock Coming Soon,R449.00,R299.00,Case Fans,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/m/2/m25_140_drgb_white_11-bzcndths.jpg,"- 140mm Case Fan

- Colour: Black

- Airflow: 104.62 CFM Max

- Air Pressure: 2.8 mmH2O Max

- Rotational Speed: 500 - 1800 RPM

- 36.57 dB(A) Max Noise Level

- 4-Pin PWM Connector

- Optimised To Perform The Best With Fine Mesh/Dust Filters

- Clean Cable Management With Daisy-Chain Cables

- Excellent Low Noise Performance

- Addressable RGB

- 5 Year Warranty"
Gigabyte GA-B760-AORUS-MASTER-DDR4 B760 Aorus Master DDR4 Intel B760 Raptor Lake LGA 1700 ATX Desktop Motherboard,In stock with Wootware,"R6,199.00","R5,549.00",Motherboards,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/g/a/ga-b760-aorus-master-ddr4_1_.jpg,"- ATX Form Factor Motherboard

- Intel B760 Chipset

- LGA 1700 Socket Supports 12th & 13th Gen Core Processors

- 4x DDR4 DIMM Slots, Up to 128GB (4x32GB)

- Supports Up to DDR4-5333 (OC)

- 1x PCIe 4.0 x16 Slot

- 1x PCIe 3.0 x4 (x16 Physical) Slot

- 1x PCIe 3.0 x1 (x16 Physical) Slot

- 3x M.2 22110 PCIe 4.0 x4 NVMe SSD Slots

- 4x SATA 3.0 Ports

- 1x USB 20Gb/s Type-C Port

- 1x USB 10Gb/s Type-A Port

- 4x USB 5Gb/s Type-A Ports

- 4x USB 2.0 Type-A Ports

- 1x DisplayPort 1.2, 1x HDMI 2.1

- 6x 3.5mm Audio Jacks (Support 7.1 Surround), 1x S/PDIF Optical Audio

- 2x SMA Connectors

- Intel I225-V 2.5 Gigabit Ethernet RJ-45 LAN

- Intel AX211 WiFi 6E 2x2 MIMO Tri-band Adapter, Bluetooth 5.3

- Realtek ALC1220-VB High-Definition Audio Codec

- Twin 16+1+1 Phase Digital VRM

- Gigabyte EZ-Latch Plus PCIe Slot Quick Release Design

- Gigabyte Q-Flash Plus BIOS Update

- Gigabyte RGB Fusion Software

- Gigabyte APP Center

- Supports Windows 10, Windows 11 64-bit

- 3 Year Warranty"
XFX Radeon RX 6800 XT Speedster MERC 319 RX-68XTALFD9 16GB GDDR6 256-bit PCI-E 4.0 Desktop Graphics Card,In stock with Wootware,"R18,599.00","R12,999.00",GPUs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/x/f/xfx-rx6800xt-speedster-merc319-01.jpg,"- Base Clock: Up to 1825 MHz

- Game Clock: Up to 2015 MHz

- Boost Clock: Up to 2250 MHz

- Stream Processors: 4608

- Infinity Cache: 128MB

- Memory: 16GB GDDR6

- Memory Clock: 16Gbps

- AMD RDNA 2 Architecture

- 7nm GPU

- PCI-E Gen 4.0

- 3x DisplayPort 1.4 with DSC, 1x HDMI 2.1

- Radeon FreeSync Technology

- Radeon VR Ready Premium

- Premium Quality Backplate

- Triple Fan Cooler

- 2 Year Warranty"
"AOC 27G2SP 27"" Full HD (1920x1080) 165Hz 4ms IPS AMD FreeSync Premium Desktop Monitor",In stock with Wootware,"R6,999.00","R5,299.00",Monitors,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/2/7/27g2sp7301.jpg,"- 27"" IPS (In-Plane Switching) Panel

- 1x DisplayPort, 2x HDMI

- FHD 1920x1080 Resolution

- 165Hz Refresh Rate (Over DisplayPort)

- 1100:1 Contrast Ratio

- Brightness: 250cd/m²

- AMD FreeSync Premium Pro

- 16.7 Million Colours

- 6 Gaming Modes

- 1ms (MPRT) Response Time

- 4ms (GtG) Response Time

- 4 Year Warranty"
Adata AX4U3000316G16A-SBHT XPG Hunter 16GB (1x16GB) DDR4-3000MHz CL16 1.35V Black Desktop Memory,In stock with Wootware,"R1,043.00","R1,029.00",Memory,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/a/d/adata-ax4u266638g16-sbht-xpg-hunter-8gb-_1x8gb_-ddr4-2666mhz-01_2.jpg,"- 16GB (1x16GB)

- DDR4-3000MHz

- 1.35V

- CL16

- Intel eXtreme Memory Profile 2.0

- Single Channel Kit

- Limited Lifetime Warranty"
Mushkin MKNSSDVT1TB-D8 Vortex 1TB PCIe 4.0 x4 NVMe M.2 2280 Solid State Drive,In stock with Wootware,"R2,079.00","R1,399.00",SSDs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/v/o/vortex_512gb_mknssdvt512gb_d81-otljpxgs_1.jpg,"- 1TB Storage Capacity

- M.2 (2280) Form Factor

- PCIe NVMe Interface

- Sequential Read Speed: Up to 7,430 MB/s

- Sequential Write Speed: Up to 5,300 MB/s

- Mushkin Enhanced Data Protection Suite

- MTBF: Up to 1.5M Hours

- 5 Year Limited Warranty Or 500TBW"
Cooler Master MCA-U000R-KFVK02 V2.0 PCIe 4.0 Universal Vertical GPU Mounting Kit,In stock with Wootware,"R1,399.00","R1,379.00",Other,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/m/c/mca-u000r-kfvk02_1_2x.jpg,"- Universal PCI Mount for Vertical GPU Orientation

- Fits Into Any 7-Slot ATX Chassis

- Modular Design

- Adjustable Placement

- Compatibility: 2.5-Slot GPU Coolers

- Colour: Black

- Includes PCIe 4.0 Riser Cable

- 2 Year Warranty"
Samsung MZ-V8V1T0BW 980 1TB NVMe M.2 (2280) PCIe 3.0 x4 Solid State Drive,In stock with Wootware,"R2,549.00","R1,999.00",SSDs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/s/a/samsung_980_1tb_pcie_3_01.jpg,"- 1TB Storage Capacity

- M.2 2280 Form Factor

- NVMe 1.4 PCIe 3.0 x4 Interface

- Up to 3,500 MB/s Sequential Read Speed

- Up to 3,000 MB/s Sequential Write Speed

- Intelligent TurboWrite Technology

- Nickel Coated Controller

- Smart Thermal Solution

- Host Memory Buffer Technology

- Flash Memory: Samsung V-NAND 3-bit MLC

- MTBF: 1,500,000 Hours

- 5 Year Limited Warranty or 600TBW"
AMD 100-100000592BOX Ryzen 7 7700 5.30GHz 8-Core Zen 4 Socket AM5 Desktop CPU,In stock with Wootware,"R7,899.00","R6,999.00",CPUs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/a/m/amd-r7-7000-65w3dpib-01.jpg,"- AMD Ryzen 7 7700 3.80GHz Processor (32MB L3 Cache)

- Up to 5.30GHz Boost Clock

- 8 Cores, 16 Threads

- AMD 5nm Zen 4 Architecture

- TSMC 6nm IO Die

- 512KB L1 Cache

- 8MB L2 Cache

- Integrated Radeon RDNA 2 Graphics

- Supports AMD X670E, X670, B650E, B650 Chipsets

- Dual-Channel DDR5 Memory Architecture Up to 128GB

- Up to DDR5-5200MHz Supported

- PCI Express Version 5.0 Supported

- AMD EXPO Memory Overclocking Profiles

- AMD Precision Boost 2.0 & Precision Boost Overdrive

- AMD StoreMI Technology

- 65W TDP

- Socket AM5 Compatible

- Includes AMD Wraith Prism ARGB Cooler

- 3 Year Warranty"
"Dell S2721DGFA 27"" WQHD (2560x1440) 165Hz 1ms IPS AMD FreeSync Premium Pro DisplayHDR 400 Gaming Desktop Monitor",In stock with Wootware,"R10,799.00","R8,499.00",Monitors,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/d/e/dell-s2721dgf-01_1.jpg,"- 27"" IPS (In-Plane Switching) Panel

- 1x DisplayPort, 2x HDMI

- WQHD 2560x1440 Resolution

- 165Hz Refresh Rate (Over DisplayPort)

- 1000:1 Contrast Ratio

- Brightness: 400cd/m²

- VESA DisplayHDR 400-Certified

- AMD FreeSync Premium Pro

- 16.7 Million Colours

- Pivot, Swivel & Height Adjustment

- 1ms (GtG) Response Time

- 3 Year Warranty"
Super Flower SF-850F14RG(BK) Leadex III ARGB Gold 850W 80 Plus Gold Fully Modular Black Desktop Power Supply,In stock with Wootware,"R2,799.00","R1,999.00",PSUs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/s/f/sf-850f14rg_bk_6_2x.jpg,"- 850W Maximum Power

- Full Range Auto Voltage Detection Design 100V~240V (Active PFC)

- 80 Plus Gold Certified

- Cybenetics ETA Gold 230V Efficiency Rating (SF19850104)

- Cybenetics LAMBDA A- Noise Rating

- High Efficiency & Stable Power Output

- 130mm ARGB Intelligent Cooling Fan

- Excellent Ripple Suppression

- Complies With Energy Star Standards & EU EuP Regulations

- Complies With ATX 12V v2.32 & EPS 12V v2.92 Specification

- High Temperature Resistant 105°C Capacitors

- Support For The Latest Intel & AMD Multi-Core CPUs

- Fully Modular Design

- Support For NVIDIA SLI & AMD CrossFireX High Performance GPU

- OVP, OCP, OPP, SCP, UVP, OTP

- Lead-free Green Materials with RoHS / WEEE Compliance

- Supports ASUS Aura Sync, Gigabyte RGB Fusion, MSI Mystic Light, ASRock Polychrome

- More than 2,000 times On/Off test

- 5 Year Manufacturer Warranty

- South African 3-prong power-cable included"
"ASUS B5402FEA-I58512B0X ExpertBook B5 Intel Core i5-1155G7 4.50 GHz 4-Core 14"" Full HD(1920x1080) Touch 8GB DDR4(Onboard) 512GB PCIe NVMe M.2 SSD Windows 11 Pro 64-Bit  Star Black Laptop",In stock with Supplier,"R22,399.00","R21,199.00",Notebooks,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/1/-/1-5yfrvhhs_1.jpg,"- Intel Core i7-1155G7 4.50GHz (8MB SmartCache)

- Up to 4.50GHz Turbo Clock

- 4 Cores, 8 Threads

- 14.0"" Full HD (1920x1080) 400 Nits Touch Panel Display

- Intel UHD Graphics

- 8GB (8GB Onboard) DDR4 Memory

- 1x 512GB PCIe 3.0 x2 NVMe M.2 SSD

- 1x USB 2.0 Type-A, 2x USB 3.2 Gen2 Type-A, 2x Thunderbolt 4

- Ultra-High Speed SSD

- 720p HD IR Webcam w/ Privacy Cover

- Gigabit (10/100/1000) LAN Port

- Intel Wi-Fi 6 (802.11ax) Dual Band Wireless

- Windows 11 Pro 64-bit

- Colour: Star Black

- 1 Year Warranty"
Phanteks PH-CB-CMBO_BW 500mm White/Black Universal Extension Cable Kit,In stock with Wootware,R699.00,R479.00,Other,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image-_1_wootware_catalog__1.jpg,"- Length: 500mm

- Wire AWG: 18AWG, 2.1mm (Rohs)

- Sleeve Tube: PP Material

- Insulation Resistance: 20M ohm @ 200VDC

- Short/Open Determinant: 20K ohm

- 1x Motherboard 24 Pin Extension

- 1x CPU 8 (4+4) Pin Extension

- 2x PCI-E 8 (6+2) Pin Extension

- Pack of Cable Combs"
"AOC CQ27G3S 27"" WQHD (2560x1440) 165Hz VA 4ms FreeSync Premium 1000R Curved HDR 10 Gaming Desktop Monitor",In stock with Wootware,"R8,499.00","R6,999.00",Monitors,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/a/o/aoc_cq27g3s_01-ecfuokgs.jpg,"- 27"" VA (Vertical Alignment) Panel

- 1x DisplayPort 1.2, 2x HDMI 2.0

- WQHD 2560x1440 Resolution

- 165Hz Refresh Rate

- 3000:1 Contrast Ratio

- Brightness: 300cd/m²

- 1000R Curvature

- AMD FreeSync Premium

- 16.7 Million Colours

- Swivel, Tilt & Height Adjustment

- 4ms (GtG) Response Time

- 4 Year Warranty"
Samsung MZ-V8P2T0BW 980 PRO 2TB NVMe M.2 2280 PCI-Express 4.0 x4 Solid State Drive,In stock with Wootware,"R6,499.00","R5,999.00",SSDs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/z/a/za-980-pro-nvme-m2-ssd-359187-mz-v8p2t0bw-370518322.jpg,"- 2TB Storage Capacity

- M.2 2280 Form Factor

- Interface: PCI-Express Gen 4.0 x4 NVMe 1.3c

- Up to 7,000MB/s Sequential Read Speed

- Up to 5,100MB/s Sequential Write Speed

- 4KB QD32 Random Read: Up to 1,000,000 IOPS

- 4KB QD32 Random Write: Up to 1,000,000 IOPS

- Samsung Magician Management Software

- Reliable Thermal Control

- Flash Memory: Samsung V-NAND 3-bit MLC

- Up to 1.5 Million Hours Reliability (MTBF)

- 5 Year Limited Warranty or 1,200 TBW



Winner of Tom's Hardware's Editor's Choice Award - See the Full Review Here

Winner of TweakTown's Must Have Editor's Choice Award - See the Full Review Here

Read the Full Review by Guru3D Here"
Fractal Design FD-CA-FOCUS-WT-W Focus G Windowed White Steel ATX Mid Tower Desktop Chassis,Stock Coming Soon,"R1,349.00",R999.00,Chassis,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/1/1/11-352-067-v01.jpg,"- Steel Chassis

- Mid Tower

- Colour: White

- Windowed Side Panel

- Supports ATX, Micro-ATX & Mini-ITX Motherboards

- 1x USB 3.0, 1x USB 2.0, Audio In/Out

- 2x 3.5""/2.5"" Drive Bays

- Supports Standard Sized Power Supplies

- Includes 2x Silent Series LL 120mm LED Fans

- CPU Cooler Clearance: Up to 165mm in Height

- Maximum GPU Length: 380mm

- 2 Year Warranty"
Logitech 981-001062 G435 LIGHTSPEED Blue Wireless Gaming Headset,In stock with Wootware,"R1,599.00","R1,099.00",Peripherals,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/l/o/logitech_g_981_001061_g435_wireless_gaming_headset_1663585.jpg,"- Stereo Gaming Headset

- 165g Lightweight

- 45 ohms Impedance

- 20 - 20,000Hz Headphone Frequency Response

- Microphone Frequency Response: 100 Hz - 8 KHz

- Up to 18 Hours Play Time

- Colour: Blue and Rasberry

- Multi-platform Compatible

- 2 Year Warranty"
