ProductName,ProductStock,ProductDescription,ProductBasePrice,ProductSalePrice,ImageURL,Cat,Image-src,Date
Phanteks PH-CB-CMBO_BK 500mm Black Universal Extension Cable Kit,In stock with Wootware,In stock with Wootware,R699.00,R479.00,https://www.wootware.co.za/phanteks-ph-cb-cmbo-bk-500mm-black-universal-extension-cable-kit.html,Other,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/a/3/a3b4b9f07802807fa4d73d46c9f4626f_main_.jpg,"2015, 12, 25, 0, 0, 0, 0"
EVGA 220-G6-0750-X3 SuperNOVA 750 G6 750W 80 Plus Gold Fully Modular Black Desktop Power Supply,Stock Coming Soon,Stock Coming Soon,"R2,199.00","R1,999.00",https://www.wootware.co.za/evga-220-g6-0750-x3-supernova-750-g6-750w-80-plus-gold-fully-modular-black-desktop-power-supply.html,PSUs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/2/2/220_g6_0750_x3_xl_1-hrdulvhs.jpg,"2015, 12, 25, 0, 0, 0, 0"
AMD 100-100000593WOF Ryzen 5 7600X 5.30GHz 6-Core Zen 4 Socket AM5 Desktop CPU - Cooler Not Included,In stock with Wootware,In stock with Wootware,"R6,349.00","R5,299.00",https://www.wootware.co.za/amd-100-100000593wof-ryzen-5-7600x-5-30ghz-6-core-zen-4-socket-am5-desktop-cpu.html,CPUs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/a/m/amd-r5-7000-3dpibwof-01.jpg,"2015, 12, 25, 0, 0, 0, 0"
Gigabyte GB-C200G C200 Tempered Glass Black Steel ATX Mid Tower Desktop Chassis,In stock with Wootware,In stock with Wootware,"R1,299.00",R999.00,https://www.wootware.co.za/gigabyte-gb-c200g-c200-tempered-glass-black-steel-atx-mid-tower-desktop-chassis.html,Chassis,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/g/i/gigabyte-gb-c200g-c200-001.jpg,"2015, 12, 25, 0, 0, 0, 0"
Super Flower SF-650F14MT(BK) Leadex 650W 80 Plus Silver Certified Fully Modular Black Desktop Power Supply,In stock with Wootware,In stock with Wootware,"R2,799.00","R1,399.00",https://www.wootware.co.za/super-flower-sf-650f14mt-bk-leadex-650w-80-plus-silver-certified-fully-modular-black-desktop-power-supply.html,PSUs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/3/2/3272823_1.jpg,"2015, 12, 25, 0, 0, 0, 0"
Phanteks PH-EC400ATG_DBK01 Eclipse P400A Digital RGB Tempered Glass Satin Black Steel ATX Mid Tower Desktop Chassis,Stock Coming Soon,Stock Coming Soon,"R2,379.00","R1,679.00",https://www.wootware.co.za/phanteks-ph-ec400atg-dbk01-eclipse-p400a-digital-rgb-tempered-glass-satin-black-steel-atx-mid-tower-desktop-chassis.html,Chassis,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/p/4/p400a-digital-rgb-black_1_.jpg,"2015, 12, 25, 0, 0, 0, 0"
G.Skill F4-3600C18D-32GTZR Trident Z RGB 32GB (2x16GB) DDR4-3600MHz CL18 1.35V Black Desktop Memory,In stock with Wootware,In stock with Wootware,"R2,549.00","R2,319.00",https://www.wootware.co.za/g-skill-f4-3600c18d-32gtzr-trident-z-rgb-32gb-2x16gb-ddr4-3600mhz-cl18-1-35v-black-desktop-memory.html,Memory,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/t/r/trident-z-rgb-dual-01_1.jpg,"2015, 12, 25, 0, 0, 0, 0"
Phanteks PH-F140M25_DRGB_PWM_WT01 M25-140 D-RGB 140mm White Case Fan,Stock Coming Soon,Stock Coming Soon,R449.00,R299.00,https://www.wootware.co.za/phanteks-ph-f140m25-drgb-pwm-wt01-m25-140-d-rgb-140mm-white-case-fan.html,Case Fans,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/m/2/m25_140_drgb_white_11-bzcndths.jpg,"2015, 12, 25, 0, 0, 0, 0"
Gigabyte GA-B760-AORUS-MASTER-DDR4 B760 Aorus Master DDR4 Intel B760 Raptor Lake LGA 1700 ATX Desktop Motherboard,In stock with Wootware,In stock with Wootware,"R6,199.00","R5,549.00",https://www.wootware.co.za/gigabyte-ga-b760-aorus-master-ddr4-b760-aorus-master-ddr4-intel-b760-raptor-lake-lga-1700-atx-desktop-motherboard.html,Motherboards,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/g/a/ga-b760-aorus-master-ddr4_1_.jpg,"2015, 12, 25, 0, 0, 0, 0"
XFX Radeon RX 6800 XT Speedster MERC 319 RX-68XTALFD9 16GB GDDR6 256-bit PCI-E 4.0 Desktop Graphics Card,In stock with Wootware,In stock with Wootware,"R18,599.00","R12,999.00",https://www.wootware.co.za/xfx-radeon-rx-6800-xt-speedster-merc319-rx-68xtalfd9-16gb-gddr6-256-bit-pci-e-4-0-desktop-graphics-card.html,GPUs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/x/f/xfx-rx6800xt-speedster-merc319-01.jpg,"2015, 12, 25, 0, 0, 0, 0"
"AOC 27G2SP 27"" Full HD (1920x1080) 165Hz 4ms IPS AMD FreeSync Premium Desktop Monitor",In stock with Wootware,In stock with Wootware,"R6,999.00","R5,299.00",https://www.wootware.co.za/aoc-27g2sp-27-fhd-1920x1080-165hz-4ms-ips-amd-freesync-premium-desktop-monitor.html,Monitors,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/2/7/27g2sp7301.jpg,"2015, 12, 25, 0, 0, 0, 0"
Adata AX4U3000316G16A-SBHT XPG Hunter 16GB (1x16GB) DDR4-3000MHz CL16 1.35V Black Desktop Memory,In stock with Wootware,In stock with Wootware,"R1,043.00","R1,029.00",https://www.wootware.co.za/adata-ax4u3000316g16a-sbht-xpg-hunter-16gb-1x16gb-ddr4-3000mhz-cl16-1-35v-black-desktop-memory.html,Memory,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/a/d/adata-ax4u266638g16-sbht-xpg-hunter-8gb-_1x8gb_-ddr4-2666mhz-01_2.jpg,"2015, 12, 25, 0, 0, 0, 0"
Mushkin MKNSSDVT1TB-D8 Vortex 1TB PCIe 4.0 x4 NVMe M.2 2280 Solid State Drive,In stock with Wootware,In stock with Wootware,"R2,079.00","R1,399.00",https://www.wootware.co.za/mushkin-mknssdvt1tb-d8-vortex-1tb-pcie-4-0-x4-nvme-m-2-2280-solid-state-drive.html,SSDs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/v/o/vortex_512gb_mknssdvt512gb_d81-otljpxgs_1.jpg,"2015, 12, 25, 0, 0, 0, 0"
Cooler Master MCA-U000R-KFVK02 V2.0 PCIe 4.0 Universal Vertical GPU Mounting Kit,In stock with Wootware,In stock with Wootware,"R1,399.00","R1,379.00",https://www.wootware.co.za/cooler-master-mca-u000r-kfvk02-v2-0-pcie-4-0-universal-vertical-gpu-mounting-kit.html,Other,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/m/c/mca-u000r-kfvk02_1_2x.jpg,"2015, 12, 25, 0, 0, 0, 0"
Samsung MZ-V8V1T0BW 980 1TB NVMe M.2 (2280) PCIe 3.0 x4 Solid State Drive,In stock with Wootware,In stock with Wootware,"R2,549.00","R1,999.00",https://www.wootware.co.za/samsung-mz-v8v1t0bw-980-1tb-nvme-m-2-2280-pcie-3-0-x4-solid-state-drive.html,SSDs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/s/a/samsung_980_1tb_pcie_3_01.jpg,"2015, 12, 25, 0, 0, 0, 0"
AMD 100-100000592BOX Ryzen 7 7700 5.30GHz 8-Core Zen 4 Socket AM5 Desktop CPU,In stock with Wootware,In stock with Wootware,"R7,899.00","R6,999.00",https://www.wootware.co.za/amd-100-100000592box-ryzen-7-7700-5-30ghz-8-core-zen-4-socket-am5-desktop-cpu.html,CPUs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/a/m/amd-r7-7000-65w3dpib-01.jpg,"2015, 12, 25, 0, 0, 0, 0"
"Dell S2721DGFA 27"" WQHD (2560x1440) 165Hz 1ms IPS AMD FreeSync Premium Pro DisplayHDR 400 Gaming Desktop Monitor",In stock with Wootware,In stock with Wootware,"R10,799.00","R8,499.00",https://www.wootware.co.za/dell-s2721dgfa-27-wqhd-2560x1440-165hz-1ms-ips-amd-freesync-premium-pro-displayhdr-400-gaming-desktop-monitor.html,Monitors,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/d/e/dell-s2721dgf-01_1.jpg,"2015, 12, 25, 0, 0, 0, 0"
Super Flower SF-850F14RG(BK) Leadex III ARGB Gold 850W 80 Plus Gold Fully Modular Black Desktop Power Supply,In stock with Wootware,In stock with Wootware,"R2,799.00","R1,999.00",https://www.wootware.co.za/super-flower-sf-850f14rg-bk-leadex-iii-argb-gold-850w-80-plus-gold-fully-modular-black-desktop-power-supply.html,PSUs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/s/f/sf-850f14rg_bk_6_2x.jpg,"2015, 12, 25, 0, 0, 0, 0"
"ASUS B5402FEA-I58512B0X ExpertBook B5 Intel Core i5-1155G7 4.50 GHz 4-Core 14"" Full HD(1920x1080) Touch 8GB DDR4(Onboard) 512GB PCIe NVMe M.2 SSD Windows 11 Pro 64-Bit  Star Black Laptop",In stock with Supplier,In stock with Supplier,"R22,399.00","R21,199.00",https://www.wootware.co.za/asus-b5402fea-i58512b0x-expertbook-b5-intel-core-i5-1155g7-4-50-ghz-4-core-14-full-hd-1920x1080-touch-8gb-ddr4-onboard-512gb-pcie-nvme-m-2-ssd-windows-11-pro-64-bit-star-black-laptop.html,Notebooks,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/1/-/1-5yfrvhhs_1.jpg,"2015, 12, 25, 0, 0, 0, 0"
Phanteks PH-CB-CMBO_BW 500mm White/Black Universal Extension Cable Kit,In stock with Wootware,In stock with Wootware,R699.00,R479.00,https://www.wootware.co.za/phanteks-ph-cb-cmbo-bw-500mm-white-black-universal-extension-cable-kit.html,Other,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/p/r/product_image-_1_wootware_catalog__1.jpg,"2015, 12, 25, 0, 0, 0, 0"
"AOC CQ27G3S 27"" WQHD (2560x1440) 165Hz VA 4ms FreeSync Premium 1000R Curved HDR 10 Gaming Desktop Monitor",In stock with Wootware,In stock with Wootware,"R8,499.00","R6,999.00",https://www.wootware.co.za/aoc-cq27g3s-27-wqhd-2560x1440-165hz-va-4ms-freesync-premium-1000r-curved-hdr-10-gaming-desktop-monitor.html,Monitors,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/a/o/aoc_cq27g3s_01-ecfuokgs.jpg,"2015, 12, 25, 0, 0, 0, 0"
Samsung MZ-V8P2T0BW 980 PRO 2TB NVMe M.2 2280 PCI-Express 4.0 x4 Solid State Drive,In stock with Wootware,In stock with Wootware,"R6,499.00","R5,999.00",https://www.wootware.co.za/samsung-mz-v8p2t0bw-980-pro-2tb-nvme-m-2-2280-pci-express-4-0-x4-solid-state-drive.html,SSDs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/z/a/za-980-pro-nvme-m2-ssd-359187-mz-v8p2t0bw-370518322.jpg,"2015, 12, 25, 0, 0, 0, 0"
Fractal Design FD-CA-FOCUS-WT-W Focus G Windowed White Steel ATX Mid Tower Desktop Chassis,Stock Coming Soon,Stock Coming Soon,"R1,349.00",R999.00,https://www.wootware.co.za/fractal-design-fd-ca-focus-wt-w-focus-g-windowed-white-steel-atx-mid-tower-desktop-chassis.html,Chassis,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/1/1/11-352-067-v01.jpg,"2015, 12, 25, 0, 0, 0, 0"
Logitech 981-001062 G435 LIGHTSPEED Blue Wireless Gaming Headset,In stock with Wootware,In stock with Wootware,"R1,599.00","R1,099.00",https://www.wootware.co.za/logitech-981-001062-g435-lightspeed-blue-wireless-gaming-headset.html,Peripherals,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/l/o/logitech_g_981_001061_g435_wireless_gaming_headset_1663585.jpg,"2015, 12, 25, 0, 0, 0, 0"
"ASUS B5302FEA-I716512B0X ExpertBook B5 Flip Intel Core i7-1165G7 4.70 GHz Quad Core 13.3"" Full HD(1920x1080) OLED Touch 16GB DDR4(8GB Onboard + 8GB SO-DIMM) 512GB PCIe 3.0 NVMe SSD Windows 11 Pro 64-Bit  Star Black Laptop",In stock with Supplier,In stock with Supplier,"R25,091.00","R24,291.00",https://www.wootware.co.za/asus-b5302fea-i716512b0x-expertbook-b5-flip-intel-core-i7-1165g7-4-70-ghz-quad-core-13-3-full-hd-1920x1080-oled-touch-16gb-ddr4-8gb-onboard-8gb-so-dimm-512gb-pcie-3-0-nvme-ssd-windows-11-pro-64-bit-star-black-laptop.html,Other,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/1/-/1-wq8zswgs.jpg,"2015, 12, 25, 0, 0, 0, 0"
3 Leaf Clover (Mickey Mouse) 1.8m Laptop/Notebook Mains Power Cable,In stock with Wootware,In stock with Wootware,R139.00,R89.00,https://www.wootware.co.za/3-leaf-clover-mickey-mouse-laptop-notebook-mains-power-cable.html,Other,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/w/o/wo_pc-6dchbk1.8.jpg,"2015, 12, 25, 0, 0, 0, 0"
Fractal Design FD-A-USBC-001 Model D USB Type-C 10Gb/s Front-Panel Chassis Accessory,Stock Coming Soon,Stock Coming Soon,R299.00,R199.00,https://www.wootware.co.za/fractal-design-fd-a-usbc-001-usb-type-c-10gb-s-front-panel-chassis-accessory.html,Other,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/f/d/fd-a-usbc-001_1_2x.jpg,"2015, 12, 25, 0, 0, 0, 0"
Microsoft Windows 11 Home 64-bit Operating System - DSP Pack,In stock with Wootware,In stock with Wootware,"R2,999.00","R2,399.00",https://www.wootware.co.za/microsoft-windows-11-home-64-bit-operating-system-dsp-pack.html,Other,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/m/i/microsoft-win11-home64-01.jpg,"2015, 12, 25, 0, 0, 0, 0"
Gizzu GUP60W 60W 65Wh 17600mAh Black Mini POE DC UPS,In stock with Wootware,In stock with Wootware,"R1,999.00","R1,479.00",https://www.wootware.co.za/gizzu-gup60w-60w-65wh-17600mah-black-mini-poe-dc-ups.html,Other,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/g/i/gizzu_gup60w_01-ysfcjkgs.jpg,"2015, 12, 25, 0, 0, 0, 0"
Mushkin MKNSSDPE1TB-D8 Pilot-E 1TB 3D TLC NVMe M.2 2280 PCIe 3.0 x4 Solid State Drive,In stock with Wootware,In stock with Wootware,"R2,349.00","R1,399.00",https://www.wootware.co.za/mushkin-mknssdpe1tb-d8-pilot-e-1tb-3d-tlc-nvme-m-2-2280-pcie-3-0-x4-solid-state-drive.html,SSDs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/m/u/mushkin-pilote-1tb-01.jpg,"2015, 12, 25, 0, 0, 0, 0"
Mushkin MKNSSDTS512GB-D8 Tempest 512GB PCIe 3.0 x4 NVMe M.2 2280 Solid State Drive,In stock with Wootware,In stock with Wootware,"R1,199.00",R699.00,https://www.wootware.co.za/mushkin-mknssdts512gb-d8-tempest-512gb-pcie-3-0-x4-nvme-m-2-2280-solid-state-drive.html,SSDs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/t/e/tempest_256gb_mknssdts256gb_d8_f-ikasougs_3.jpg,"2015, 12, 25, 0, 0, 0, 0"
ID-Cooling FROST X25 2g Ultra High Performance Thermal Paste,In stock with Wootware,In stock with Wootware,R129.00,R69.00,https://www.wootware.co.za/id-cooling-frost-x25-2g-ultra-high-performance-thermal-paste.html,Other,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/2/0/20220114155519_81830-0miztqhs.jpg,"2015, 12, 25, 0, 0, 0, 0"
AMD 100-100000061WOF Ryzen 9 5900X 12 Core 3.7GHz (4.8GHz Boost) Socket AM4 Desktop CPU - Cooler Not Included,In stock with Wootware,In stock with Wootware,"R10,699.00","R7,699.00",https://www.wootware.co.za/amd-100-100000061wof-ryzen-9-5900x-12-core-3-7ghz-4-8ghz-boost-socket-am4-desktop-cpu.html,CPUs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/a/m/amd-ryzen-9-5000-wof-01_1.jpg,"2015, 12, 25, 0, 0, 0, 0"
XFX Radeon RX 7900 XTX Merc 310 Black Speedster RX-79XMERCB9 24GB GDDR6 384-bit PCI-E 4.0 Desktop Graphics Card,In stock with Wootware,In stock with Wootware,"R28,099.00","R23,999.00",https://www.wootware.co.za/xfx-radeon-rx-7900-xtx-merc-310-black-speedster-rx-79xmercb9-24gb-gddr6-384-bit-pci-e-4-0-desktop-graphics-card.html,GPUs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/x/f/xfx_7900xtx_card_box-nwqgruhs.jpg,"2015, 12, 25, 0, 0, 0, 0"
Mushkin MKNSSDPE512GB-D8 Pilot-E 512B 3D TLC NVMe M.2 2280 PCIe 3.0 x4 Solid State Drive,In stock with Wootware,In stock with Wootware,"R1,449.00",R899.00,https://www.wootware.co.za/mushkin-mknssdpe512gb-d8-pilot-e-512b-3d-tlc-nvme-m-2-2280-pcie-3-0-x4-solid-state-drive.html,SSDs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/p/i/pilot_e_500gb_mknssdpe500gb_d8_f-t3kwdths.jpg,"2015, 12, 25, 0, 0, 0, 0"
Standard 1.2m Kettle cord power cable with 3-prong SA plug,In stock with Wootware,In stock with Wootware,R129.00,R79.00,https://www.wootware.co.za/standard-1-2m-kettle-cord-power-cable-with-3-prong-sa-plug.html,Other,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/C/B/CB-POWER.jpg,"2015, 12, 25, 0, 0, 0, 0"
Sennheiser EPOS GSP 301 Multi-Platform Black/White Wired Gaming Headset,In stock with Wootware,In stock with Wootware,"R1,599.00","R1,099.00",https://www.wootware.co.za/sennheiser-epos-gsp-301-multi-platform-black-white-wired-gaming-headset.html,Peripherals,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/s/e/senn-epos-gsp-301-01.jpg,"2015, 12, 25, 0, 0, 0, 0"
ZOTAC GAMING GeForce RTX 4090 RTX 4090 Trinity ZT-D40900D-10P 24GB GDDR6X 384-Bit PCIe 4.0 Desktop Graphics Card,In stock with Wootware,In stock with Wootware,"R37,999.00","R34,999.00",https://www.wootware.co.za/zotac-gaming-geforce-rtx-4090-rtx-4090-trinity-zt-d40900d-10p-24gb-gddr6x-384-bit-pcie-4-0-desktop-graphics-card.html,GPUs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/z/t/zt-d40900d-10p_1_.jpg,"2015, 12, 25, 0, 0, 0, 0"
Fractal Design FD-C-TOR1A-04 Torrent Light Tempered Glass Black RGB Steel ATX Mid Tower Desktop Chassis,Stock Coming Soon,Stock Coming Soon,"R4,949.00","R3,879.00",https://www.wootware.co.za/fractal-design-fd-c-tor1a-04-torrent-light-tempered-glass-black-rgb-steel-atx-mid-tower-desktop-chassis.html,Chassis,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/f/d/fd_torrent_light_tempered_glass_black_rgb_01-8zh4nugs.jpg,"2015, 12, 25, 0, 0, 0, 0"
Corsair CMH32GX4M2D3600C18W Vengeance RGB Pro SL 32GB (2x16GB) DDR4-3600MHz CL18 1.35V White Desktop Memory,In stock with Wootware,In stock with Wootware,"R2,649.00","R2,349.00",https://www.wootware.co.za/corsair-cmh32gx4m2d3600c18w-vengeance-rgb-pro-sl-32gb-2x16gb-ddr4-3600mhz-cl18-1-35v-white-desktop-memory.html,Memory,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/-/c/-cmh16gx4m2e3200c16w-gallery-vengeance-rgb-pro-sl-white-15-_2__1.jpg,"2015, 12, 25, 0, 0, 0, 0"
MSI Vigor GK30 RGB Wired White Gaming Keyboard and Clutch GM11 Gaming Mouse Combo,In stock with Wootware,In stock with Wootware,R999.00,R679.00,https://www.wootware.co.za/msi-vigor-gk30-rgb-wired-white-gaming-keyboard-and-clutch-gm11-gaming-mouse-combo.html,Peripherals,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/m/s/msi_vigor_gk30_rgb_wired_white_combo_01-ex6mqngs.jpg,"2015, 12, 25, 0, 0, 0, 0"
ID-Cooling TF-12025-ARGB-TRIO TF120 120mm ARGB Case Fan - 3-Pack,In stock with Wootware,In stock with Wootware,R759.00,R499.00,https://www.wootware.co.za/id-cooling-tf-12025-argb-trio-tf120-120mm-argb-case-fan-3-pack.html,Case Fans,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/2/0/20220114111227_11413-8uwkjths.jpg,"2015, 12, 25, 0, 0, 0, 0"
Fractal Design FD-P-IA2G-650 Ion Gold 650W 80 Plus Gold Certified Fully Modular Black Desktop Power Supply,In stock with Wootware,In stock with Wootware,"R2,329.00","R1,599.00",https://www.wootware.co.za/fractal-design-fd-p-ia2g-650-ion-gold-650w-80-plus-gold-certified-fully-modular-black-desktop-power-supply.html,PSUs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/f/r/fractal-design-ion-gold-650w-fully-mod-01.jpg,"2015, 12, 25, 0, 0, 0, 0"
Fractal Design FD-C-TOR1A-03 Torrent Clear Tempered Glass White Steel ATX Mid Tower Desktop Chassis,Stock Coming Soon,Stock Coming Soon,"R4,199.00","R3,299.00",https://www.wootware.co.za/fractal-design-fd-c-tor1a-03-torrent-clear-tempered-glass-white-steel-atx-mid-tower-desktop-chassis.html,Chassis,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/f/d/fd-torrent-ctgwt-01.jpg,"2015, 12, 25, 0, 0, 0, 0"
G.Skill F5-5600J3636C16GX2-TZ5S Trident Z5 32GB (2x16GB) DDR5-5600MHz CL36 1.20V Silver Desktop Memory,In stock with Wootware,In stock with Wootware,"R3,459.00","R3,139.00",https://www.wootware.co.za/g-skill-f5-5600j3636c16gx2-tz5s-trident-z5-32gb-2x16gb-ddr5-5600mhz-cl36-1-20v-silver-desktop-memory.html,Memory,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/1/6/163581974211-peapjkgs_1_2.jpg,"2015, 12, 25, 0, 0, 0, 0"
Logitech 981-000757 G332 Black & Red Stereo Wired Gaming Headset,In stock with Wootware,In stock with Wootware,R879.00,R599.00,https://www.wootware.co.za/logitech-981-000757-g332-stereo-black-red-gaming-headset.html,Peripherals,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/l/o/logitech_g332_1.jpg,"2015, 12, 25, 0, 0, 0, 0"
Microsoft ESD-2019-PROJ STD Project 2019 Standard Edition - Electronic Software Distribution,In stock with Supplier,In stock with Supplier,"R13,749.00","R12,999.00",https://www.wootware.co.za/microsoft-esd-2019-proj-std-project-2019-standard-edition-electronic-software-distribution.html,Other,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/p/r/project-standard-20195bbde584ac08f.jpg,"2015, 12, 25, 0, 0, 0, 0"
G.Skill F5-6000J3636F16GX2-TZ5NR Trident Z5 NEO RGB 32GB (2x16GB) DDR5-6000MHz CL36 1.35V AMD EXPO Black Desktop Memory,In stock with Wootware,In stock with Wootware,"R3,939.00","R3,579.00",https://www.wootware.co.za/g-skill-f5-6000j3636f16gx2-tz5nr-trident-z5-neo-rgb-32gb-2x16gb-ddr5-6000mhz-cl36-1-35v-black-desktop-memory.html,Memory,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/d/u/dual-3.jpg,"2015, 12, 25, 0, 0, 0, 0"
Fractal Design FD-F-AS1-1201 Aspect 12 120mm Black Case Fan,Stock Coming Soon,Stock Coming Soon,R269.00,R189.00,https://www.wootware.co.za/fractal-design-fd-f-as1-1201-aspect-120mm-black-case-fan.html,Case Fans,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/f/d/fd-aspect-12-black-01_1.jpg,"2015, 12, 25, 0, 0, 0, 0"
Logitech 910-005471 G502 HERO 25k High Performance Black Wired Gaming Mouse,In stock with Wootware,In stock with Wootware,"R1,499.00",R949.00,https://www.wootware.co.za/logitech-910-005471-g502-hero-25k-dpi-high-performance-gaming-mouse.html,Peripherals,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/9/1/910-005471-02.jpg,"2015, 12, 25, 0, 0, 0, 0"
G.Skill F5-5200S3838A16GX1-RS Ripjaws 16GB (1x16GB) DDR5-5200MHz CL38 1.10V SO-DIMM Notebook Memory,In stock with Wootware,In stock with Wootware,"R1,669.00","R1,499.00",https://www.wootware.co.za/g-skill-f5-5200s3838a16gx1-rs-ripjaws-16gb-1x16gb-ddr5-5200mhz-cl38-1-10v-so-dimm-notebook-memory.html,Memory,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/1/6/165181848810-xex8oehs.jpg,"2015, 12, 25, 0, 0, 0, 0"
Zotac GeForce RTX 3060 Ti Gaming GDDR6X Twin Edge White Edition ZT-A30620J-10P ​8GB 256-bit PCIe 4.0 Desktop Graphics Card,In stock with Wootware,In stock with Wootware,"R9,999.00","R8,799.00",https://www.wootware.co.za/zotac-geforce-rtx-3060-ti-gaming-gddr6x-twin-edge-white-edition-zt-a30620j-10p-8gb-256-bit-pcie-4-0-desktop-graphics-card.html,GPUs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/z/t/zt_a30620j_10p_image_01-k6ijzyhs.jpg,"2015, 12, 25, 0, 0, 0, 0"
